ride_id,rider_id,driver_id,request_time,pickup_time,dropoff_time,pickup_city,dropoff_city,distance_km,status,fare
43337,3246,221,6/1/2022 11:55,6/1/2022 12:10,6/1/2022 12:50,Boston,Toronto,5.31,completed,11.04
43338,5019,748,6/14/2022 18:00,6/14/2022 18:02,6/14/2022 19:01,Los Angeles,Ottawa,9.67,cancelled,31.22
43339,4158,1523,8/12/2022 5:39,8/12/2022 5:51,8/12/2022 6:17,New York,Calgary,10.71,completed,32.1
43340,1790,1887,10/7/2021 14:07,10/7/2021 14:15,10/7/2021 15:08,Montreal,Vancouver,29.62,completed,74.44
43341,5039,1217,8/15/2021 8:26,8/15/2021 8:36,8/15/2021 9:34,San Francisco,Toronto,28.43,completed,77.83
43342,1430,1728,8/23/2023 20:36,8/23/2023 20:49,8/23/2023 21:40,Chicago,Toronto,7.68,completed,27.62
43343,3125,1721,7/13/2022 7:06,7/13/2022 7:08,7/13/2022 7:29,Montreal,Ottawa,20.52,cancelled,49.51
43344,8539,1,7/15/2024 23:20,7/15/2024 23:28,7/15/2024 23:52,Ottawa,San Francisco,8,completed,27.38
43345,2730,645,12/10/2022 10:15,12/10/2022 10:27,12/10/2022 10:35,Chicago,Ottawa,7.3,completed,18.11
43346,9747,1482,9/1/2022 15:25,9/1/2022 15:31,9/1/2022 15:54,Boston,Chicago,18.7,completed,45.63
43347,4151,1453,8/24/2022 10:27,8/24/2022 10:28,8/24/2022 11:14,Vancouver,Montreal,20.22,completed,56.9
43348,5853,1031,8/20/2023 15:16,8/20/2023 15:31,8/20/2023 16:04,Ottawa,Chicago,24.85,completed,62.95
43349,1270,1499,12/14/2023 0:22,12/14/2023 0:23,12/14/2023 0:44,Los Angeles,Vancouver,19.9,completed,59.63
43350,8161,300,7/14/2023 12:30,7/14/2023 12:35,7/14/2023 12:49,Vancouver,Toronto,7.02,completed,14.32
43351,4248,1840,10/4/2023 23:48,10/4/2023 23:50,10/5/2023 0:08,Vancouver,Ottawa,4.64,completed,14.96
43352,2004,1957,2/13/2023 15:17,2/13/2023 15:24,2/13/2023 16:07,Montreal,Toronto,7.01,completed,17.64
43353,7476,1269,6/1/2023 14:24,6/1/2023 14:34,6/1/2023 14:39,Ottawa,Chicago,7.36,completed,25.78
43354,4246,1691,4/30/2024 15:03,4/30/2024 15:05,4/30/2024 15:51,San Francisco,New York,17.96,completed,51.32
43355,2895,1550,6/11/2023 17:28,6/11/2023 17:32,6/11/2023 17:58,Boston,Montreal,5.36,completed,9.23
43356,5147,1076,3/18/2024 2:39,3/18/2024 2:42,3/18/2024 3:11,Los Angeles,Los Angeles,26.77,completed,66.07
43357,412,1286,6/29/2021 22:19,6/29/2021 22:32,6/29/2021 23:30,Chicago,Toronto,10,completed,28.95
43358,3948,1027,4/7/2021 4:55,4/7/2021 4:59,4/7/2021 5:11,Toronto,Vancouver,26.24,completed,74.46
43359,6345,1437,6/25/2021 0:41,6/25/2021 0:43,6/25/2021 1:06,Calgary,Ottawa,26.19,completed,-62.21
43360,3819,1244,2/1/2023 1:51,2/1/2023 1:52,2/1/2023 2:43,Ottawa,Calgary,18.99,completed,43.81
43361,6981,1274,7/8/2022 7:04,7/8/2022 7:11,7/8/2022 8:03,Los Angeles,Chicago,28.04,completed,73.24
43362,5124,1466,1/3/2023 20:12,1/3/2023 20:19,1/3/2023 20:55,New York,San Francisco,17.77,completed,40.8
43363,5034,884,7/24/2023 11:08,7/24/2023 11:16,7/24/2023 11:32,Chicago,Vancouver,23.25,completed,65.49
43364,62,648,3/7/2022 1:40,3/7/2022 1:45,3/7/2022 1:56,Toronto,Toronto,5.2,completed,13.52
43365,9802,218,4/5/2021 6:53,4/5/2021 7:07,4/5/2021 7:37,Vancouver,Boston,13.75,completed,38.89
43366,7306,1502,4/25/2021 16:20,4/25/2021 16:23,4/25/2021 16:38,Montreal,Los Angeles,14.15,completed,32.06
43367,5532,865,9/26/2024 5:24,9/26/2024 5:30,9/26/2024 5:36,Calgary,Calgary,10.08,completed,24.89
43368,3498,854,7/20/2024 0:24,7/20/2024 0:27,7/20/2024 0:49,San Francisco,Montreal,6.81,cancelled,19.4
43369,5002,109,9/25/2021 13:40,9/25/2021 13:49,9/25/2021 14:42,Toronto,Chicago,19.08,completed,47.28
43370,2768,129,10/20/2022 15:19,10/20/2022 15:23,10/20/2022 15:46,New York,Ottawa,26.33,completed,70.4
43371,6517,1495,7/30/2021 0:34,7/30/2021 0:42,7/30/2021 1:33,Ottawa,Montreal,1.77,completed,3.83
43372,3401,803,3/11/2023 1:55,3/11/2023 2:08,3/11/2023 3:00,Vancouver,Vancouver,2.02,completed,12.63
43373,8273,1750,9/3/2021 18:48,9/3/2021 18:49,9/3/2021 18:56,Calgary,Montreal,26.88,completed,76.95
43374,5768,495,8/16/2024 3:35,8/16/2024 3:36,8/16/2024 3:43,Toronto,New York,27.78,completed,67.46
43375,5343,868,12/15/2024 4:36,12/15/2024 4:39,12/15/2024 5:24,San Francisco,San Francisco,4.51,completed,12.38
43376,3787,668,5/15/2021 4:57,5/15/2021 5:10,5/15/2021 5:46,Toronto,Ottawa,2.42,cancelled,1.82
43377,13,184,8/19/2021 4:25,8/19/2021 4:33,8/19/2021 4:41,New York,Montreal,23.95,completed,61.26
43378,2720,1344,3/28/2022 14:40,3/28/2022 14:43,3/28/2022 15:38,Toronto,New York,20.69,completed,55.6
43379,1955,1164,5/26/2024 6:20,5/26/2024 6:24,5/26/2024 6:40,Los Angeles,Boston,17.8,completed,54.37
43380,9715,583,1/7/2024 17:24,1/7/2024 17:38,1/7/2024 18:12,Calgary,San Francisco,9.5,completed,24.18
43381,5987,221,7/15/2022 8:46,7/15/2022 8:54,7/15/2022 9:27,Toronto,Los Angeles,27.17,completed,76.85
43382,1038,953,7/17/2021 23:06,7/17/2021 23:13,7/17/2021 23:45,San Francisco,Toronto,22.97,completed,60.99
43383,4289,1018,5/31/2024 1:42,5/31/2024 1:44,5/31/2024 2:11,New York,San Francisco,3.34,completed,6.21
43384,9117,215,8/14/2022 12:49,8/14/2022 12:51,8/14/2022 13:36,Vancouver,Toronto,12.93,completed,30.21
43385,4386,32,10/20/2024 1:10,10/20/2024 1:24,10/20/2024 1:41,Vancouver,Ottawa,22.82,completed,65.15
43386,2067,373,8/12/2022 23:52,8/12/2022 23:55,8/13/2022 0:38,Vancouver,Los Angeles,9.99,completed,20.34
43387,6618,837,10/6/2024 5:07,10/6/2024 5:18,10/6/2024 5:26,Ottawa,Vancouver,17.02,cancelled,50.01
43388,7659,1032,10/22/2024 11:02,10/22/2024 11:15,10/22/2024 11:53,Toronto,New York,17.41,completed,50.02
43389,5782,744,9/14/2023 1:26,9/14/2023 1:29,9/14/2023 1:58,Montreal,New York,16.74,cancelled,45.88
43390,1880,1915,6/30/2024 13:59,6/30/2024 14:01,6/30/2024 14:21,Vancouver,Toronto,5.38,completed,13.82
43391,2669,1779,1/10/2024 1:47,1/10/2024 1:48,1/10/2024 2:35,Montreal,San Francisco,26.64,completed,65.25
43392,729,874,5/6/2024 19:01,5/6/2024 19:04,5/6/2024 19:18,Toronto,Chicago,9.79,completed,26.2
43393,8620,406,1/10/2024 5:58,1/10/2024 5:59,1/10/2024 6:25,Montreal,Ottawa,22.7,completed,64.82
43394,7288,1694,9/10/2022 11:50,9/10/2022 12:05,9/10/2022 12:19,Calgary,Toronto,1.6,completed,8.13
43395,9980,691,7/1/2022 0:03,7/1/2022 0:14,7/1/2022 0:32,New York,Ottawa,28.98,cancelled,71.66
43396,9825,198,10/19/2021 16:42,10/19/2021 16:47,10/19/2021 17:08,Boston,Montreal,26.06,cancelled,72.52
43397,5123,481,9/23/2024 19:52,9/23/2024 19:54,9/23/2024 20:01,Toronto,Calgary,16.24,cancelled,40.33
43398,2959,4,3/14/2023 21:37,3/14/2023 21:42,3/14/2023 22:24,Vancouver,Chicago,11.11,completed,23.18
43399,7649,1061,7/31/2022 22:55,7/31/2022 23:04,7/31/2022 23:40,Vancouver,Calgary,19.88,completed,58.14
43400,7606,253,11/25/2023 5:23,11/25/2023 5:29,11/25/2023 6:14,New York,Vancouver,12.98,completed,31.54
43401,6575,887,9/23/2021 16:06,9/23/2021 16:07,9/23/2021 16:17,Los Angeles,Ottawa,10.55,completed,24.99
43402,6309,1878,3/14/2024 21:19,3/14/2024 21:27,3/14/2024 21:52,Vancouver,Boston,4.13,completed,17.93
43403,7040,643,12/27/2021 11:32,12/27/2021 11:38,12/27/2021 11:47,Calgary,Los Angeles,9.23,completed,31.71
43404,9242,1779,4/28/2024 13:28,4/28/2024 13:33,4/28/2024 14:02,Montreal,Los Angeles,3.63,completed,15.63
43405,9040,753,3/5/2021 5:13,3/5/2021 5:18,3/5/2021 5:39,Los Angeles,Los Angeles,8.27,completed,22.54
43406,2750,758,6/25/2024 2:21,6/25/2024 2:36,6/25/2024 2:44,Chicago,Los Angeles,17.1,completed,-43.44
43407,414,1657,9/4/2024 4:20,9/4/2024 4:24,9/4/2024 4:50,Ottawa,Ottawa,19.57,completed,46.18
43408,6520,44,12/30/2021 23:50,12/30/2021 23:57,12/31/2021 0:31,Vancouver,San Francisco,13.73,cancelled,43.55
43409,968,1948,6/6/2022 7:51,6/6/2022 7:52,6/6/2022 8:01,San Francisco,Los Angeles,25.65,completed,69.53
43410,7601,715,3/28/2021 12:21,3/28/2021 12:32,3/28/2021 12:59,Ottawa,Vancouver,28.9,completed,76.42
43411,9129,644,12/16/2021 10:43,12/16/2021 10:47,12/16/2021 11:12,Calgary,Calgary,4.4,completed,17.51
43412,3965,924,2/19/2022 22:48,2/19/2022 22:54,2/19/2022 23:09,Chicago,Montreal,5.96,completed,18.42
43413,4640,873,11/11/2024 17:16,11/11/2024 17:25,11/11/2024 18:18,Montreal,San Francisco,8.18,complted,17.95
43414,2755,512,9/6/2023 13:14,9/6/2023 13:22,9/6/2023 14:16,Toronto,Los Angeles,28.98,completed,74.87
43415,7629,566,9/18/2024 19:54,9/18/2024 19:57,9/18/2024 20:12,Ottawa,Chicago,29.63,completed,80.14
43416,5822,411,9/7/2022 20:25,9/7/2022 20:37,9/7/2022 20:54,Boston,Calgary,15.8,completed,40.75
43417,6326,949,10/15/2021 16:13,10/15/2021 16:17,10/15/2021 16:34,Ottawa,San Francisco,17.17,completed,42.82
43418,4178,503,11/11/2022 12:59,11/11/2022 13:05,11/11/2022 13:47,Montreal,Montreal,29.88,cancelled,77.07
43419,4405,1381,9/5/2021 6:12,9/5/2021 6:25,9/5/2021 6:34,Ottawa,New York,16.51,completed,40.69
43420,4840,1046,3/10/2024 4:25,3/10/2024 4:30,3/10/2024 4:59,Los Angeles,Calgary,15.47,completed,40.05
43421,8584,1316,10/18/2023 19:03,10/18/2023 19:04,10/18/2023 20:03,Los Angeles,San Francisco,24.26,completed,68.17
43422,4221,1030,2/7/2021 8:55,2/7/2021 9:04,2/7/2021 9:35,Boston,Vancouver,6.59,completed,24.4
43423,7504,1059,5/28/2022 0:07,5/28/2022 0:08,5/28/2022 0:57,San Francisco,Calgary,6.42,completed,24.63
43424,2992,377,9/18/2023 16:04,9/18/2023 16:15,9/18/2023 16:39,Chicago,Montreal,28.6,completed,76.37
43425,7989,547,10/21/2024 5:25,10/21/2024 5:31,10/21/2024 6:05,Boston,San Francisco,6.04,cancelled,10.34
43426,6336,382,3/13/2024 18:31,3/13/2024 18:40,3/13/2024 19:27,Ottawa,Boston,16.65,completed,50.81
43427,5206,689,7/20/2021 3:19,7/20/2021 3:21,7/20/2021 3:45,Montreal,Chicago,20.18,cancelled,51.94
43428,1142,1018,7/30/2021 17:53,7/30/2021 17:56,7/30/2021 18:21,Ottawa,New York,22.4,completed,63.93
43429,2264,539,8/29/2024 8:39,8/29/2024 8:43,8/29/2024 8:51,Ottawa,Boston,2.27,completed,11.99
43430,1754,1943,10/23/2022 4:08,10/23/2022 4:13,10/23/2022 5:08,Calgary,Ottawa,29.52,completed,77.77
43431,5302,353,4/11/2023 21:42,4/11/2023 21:44,4/11/2023 21:57,Chicago,Vancouver,15.93,completed,36.87
43432,7457,1644,8/1/2022 14:37,8/1/2022 14:47,8/1/2022 15:16,Boston,Boston,27.75,completed,75.15
43433,4451,1563,12/9/2023 18:19,12/9/2023 18:28,12/9/2023 19:16,Boston,Boston,23.89,cancelled,59.51
43434,5677,1402,8/29/2022 13:47,8/29/2022 13:52,8/29/2022 14:25,Toronto,Boston,26.69,completed,64.37
43435,4151,395,8/2/2023 0:01,8/2/2023 0:14,8/2/2023 0:29,Montreal,Montreal,3.99,completed,14.74
43436,3184,1684,1/25/2021 18:18,1/25/2021 18:20,1/25/2021 19:11,Toronto,New York,21.96,completed,52.59
43437,590,1590,1/4/2022 18:04,1/4/2022 18:16,1/4/2022 18:25,Boston,San Francisco,28.52,completed,67.45
43438,6739,572,12/24/2024 20:28,12/24/2024 20:31,12/24/2024 20:54,Calgary,Vancouver,8.03,completed,22.2
43439,7794,1956,7/30/2021 10:15,7/30/2021 10:26,7/30/2021 11:00,Chicago,Toronto,15.61,completed,34.05
43440,1252,314,8/18/2023 12:20,8/18/2023 12:22,8/18/2023 13:07,Chicago,Vancouver,5.1,cancelled,16.57
43441,1166,128,8/21/2023 16:14,8/21/2023 16:25,8/21/2023 16:57,Montreal,Boston,5.78,completed,23.2
43442,2067,141,1/23/2022 0:36,1/23/2022 0:48,1/23/2022 1:13,New York,Los Angeles,7.23,completed,27.18
43443,696,33,12/13/2022 2:11,12/13/2022 2:12,12/13/2022 2:30,Calgary,Boston,8.06,cancelled,26.87
43444,8500,1326,5/1/2024 0:27,5/1/2024 0:30,5/1/2024 1:23,Boston,New York,10.55,cancelled,35.39
43445,3485,434,8/27/2021 8:25,8/27/2021 8:38,8/27/2021 9:16,Los Angeles,Vancouver,9.86,completed,-20.42
43446,6091,14,6/25/2024 19:49,6/25/2024 20:04,6/25/2024 20:55,Chicago,Ottawa,27.7,cancelled,74.52
43447,7374,1008,7/21/2021 15:41,7/21/2021 15:50,7/21/2021 15:55,Ottawa,Chicago,27.55,completed,65.45
43448,9968,835,9/6/2022 23:19,9/6/2022 23:21,9/6/2022 23:35,San Francisco,New York,23.64,cancelled,57.92
43449,2961,202,9/22/2023 12:33,9/22/2023 12:44,9/22/2023 13:28,Boston,Ottawa,7.43,cancelled,24.37
43450,4191,963,9/29/2021 18:45,9/29/2021 18:55,9/29/2021 19:43,Vancouver,New York,9.2,completed,25.16
43451,47,980,1/13/2022 9:07,1/13/2022 9:21,1/13/2022 9:58,New York,Los Angeles,22.29,completed,56.82
43452,6851,1629,6/19/2024 6:48,6/19/2024 7:02,6/19/2024 7:51,Chicago,Vancouver,25.68,completed,69.99
43453,9850,767,6/4/2021 0:30,6/4/2021 0:38,6/4/2021 1:23,Los Angeles,Toronto,8.88,completed,26.12
43454,7779,279,2/20/2023 7:40,2/20/2023 7:45,2/20/2023 8:41,Ottawa,Calgary,8.52,complted,23.03
43455,5689,52,2/23/2021 18:05,2/23/2021 18:13,2/23/2021 18:20,New York,Montreal,11.7,cancelled,27.96
43456,8563,95,5/25/2021 1:35,5/25/2021 1:47,5/25/2021 2:41,Calgary,Boston,24.27,cancelled,66.48
43457,6823,1192,2/14/2022 16:23,2/14/2022 16:37,2/14/2022 17:15,San Francisco,San Francisco,15.43,completed,44.08
43458,7498,936,12/6/2022 6:53,12/6/2022 7:08,12/6/2022 7:24,Calgary,Vancouver,25.21,completed,69.5
43459,5454,747,12/1/2021 3:47,12/1/2021 3:57,12/1/2021 4:07,Vancouver,Los Angeles,16.66,completed,40.67
43460,6948,1818,2/18/2023 11:37,2/18/2023 11:41,2/18/2023 12:10,San Francisco,Ottawa,1.16,complted,0.41
43461,8169,697,8/24/2024 8:08,8/24/2024 8:15,8/24/2024 9:03,Montreal,Ottawa,26.49,completed,71.01
43462,3323,41,11/6/2022 9:33,11/6/2022 9:47,11/6/2022 10:17,Montreal,New York,2.63,completed,3.17
43463,8967,1473,10/25/2023 6:21,10/25/2023 6:33,10/25/2023 7:32,Toronto,Vancouver,18.53,completed,49.21
43464,3138,1941,6/26/2023 23:36,6/26/2023 23:38,6/27/2023 0:17,Boston,Montreal,2.45,completed,12.83
43465,2175,1577,5/7/2024 2:31,5/7/2024 2:44,5/7/2024 3:03,Montreal,Montreal,23.49,completed,67.98
43466,6670,1369,3/8/2022 19:13,3/8/2022 19:27,3/8/2022 20:09,Montreal,Toronto,20.23,completed,55.7
43467,574,760,10/28/2023 12:39,10/28/2023 12:40,10/28/2023 13:07,New York,Boston,11.33,completed,33.36
43468,7880,1237,2/23/2023 15:15,2/23/2023 15:28,2/23/2023 16:19,San Francisco,Vancouver,14.21,complted,32.01
43469,110,1730,3/30/2024 9:36,3/30/2024 9:37,3/30/2024 9:51,New York,Los Angeles,15.7,cancelled,40.84
43470,1041,253,12/11/2024 15:33,12/11/2024 15:48,12/11/2024 16:29,Toronto,Ottawa,18.78,completed,56.3
43471,9120,970,6/15/2024 14:16,6/15/2024 14:23,6/15/2024 15:21,New York,Los Angeles,29.32,completed,82.3
43472,4277,809,7/13/2022 18:37,7/13/2022 18:45,7/13/2022 18:50,Toronto,Los Angeles,15.89,completed,48.88
43473,9184,1904,9/8/2024 4:24,9/8/2024 4:33,9/8/2024 5:15,Los Angeles,San Francisco,22.36,completed,64.07
43474,8008,1237,10/10/2021 11:53,10/10/2021 12:02,10/10/2021 12:37,Boston,New York,20.09,completed,55.66
43475,1266,1737,8/14/2022 6:30,8/14/2022 6:31,8/14/2022 7:16,Calgary,Vancouver,28.33,completed,73.91
43476,3385,1344,8/4/2021 22:51,8/4/2021 23:03,8/4/2021 23:46,Ottawa,Chicago,9.06,completed,31.72
43477,8,412,4/10/2024 21:56,4/10/2024 22:07,4/10/2024 22:15,Chicago,Toronto,9.21,cancelled,28.66
43478,6489,1390,5/11/2022 5:07,5/11/2022 5:12,5/11/2022 6:05,Vancouver,New York,7.34,completed,19.7
43479,3382,1273,1/14/2024 8:09,1/14/2024 8:12,1/14/2024 9:08,Boston,Boston,18.01,cancelled,43.25
43480,5028,376,11/29/2023 3:09,11/29/2023 3:19,11/29/2023 4:01,Calgary,Los Angeles,13.99,completed,40.32
43481,2505,375,7/25/2023 8:55,7/25/2023 8:58,7/25/2023 9:28,San Francisco,Chicago,2.98,completed,9.06
43482,9222,234,3/22/2024 4:29,3/22/2024 4:43,3/22/2024 5:20,Toronto,Montreal,16.79,completed,43.63
43483,4103,955,5/16/2022 20:54,5/16/2022 21:06,5/16/2022 21:54,Ottawa,Boston,19,completed,49.13
43484,9250,577,9/3/2022 15:42,9/3/2022 15:53,9/3/2022 15:58,New York,Ottawa,22.44,completed,60.4
43485,5406,1599,12/3/2023 3:18,12/3/2023 3:22,12/3/2023 4:13,Boston,Boston,12.12,completed,30.71
43486,3937,1446,2/14/2023 12:18,2/14/2023 12:24,2/14/2023 13:07,Montreal,Toronto,3.44,completed,9.97
43487,9613,995,9/18/2022 16:09,9/18/2022 16:18,9/18/2022 16:57,Calgary,San Francisco,25.36,completed,67.1
43488,4156,870,3/12/2023 21:23,3/12/2023 21:33,3/12/2023 21:38,Los Angeles,Toronto,7.87,completed,26.34
43489,4119,1352,9/18/2023 12:34,9/18/2023 12:48,9/18/2023 13:26,Vancouver,Calgary,4.41,completed,9.31
43490,2996,379,9/11/2021 16:00,9/11/2021 16:12,9/11/2021 16:54,Calgary,Calgary,26.7,completed,76.39
43491,371,1258,8/7/2021 9:51,8/7/2021 9:55,8/7/2021 10:15,Boston,Calgary,26.69,completed,76.51
43492,8485,1974,10/19/2024 4:59,10/19/2024 5:07,10/19/2024 5:50,Los Angeles,Montreal,15.22,cancelled,40.19
43493,8779,1084,10/18/2023 3:41,10/18/2023 3:51,10/18/2023 4:31,Boston,Los Angeles,28.44,completed,74.02
43494,9404,1790,9/11/2021 22:04,9/11/2021 22:08,9/11/2021 22:24,Vancouver,San Francisco,21.3,completed,61.07
43495,5283,135,5/19/2024 10:58,5/19/2024 11:07,5/19/2024 11:23,Ottawa,Chicago,8.92,completed,32.17
43496,6468,1696,8/20/2023 21:26,8/20/2023 21:33,8/20/2023 22:09,Boston,Toronto,2.54,completed,11.65
43497,933,490,11/30/2024 10:28,11/30/2024 10:38,11/30/2024 11:35,Vancouver,New York,19.47,completed,43.97
43498,4445,98,6/10/2022 11:42,6/10/2022 11:44,6/10/2022 11:57,San Francisco,Los Angeles,20.79,cancelled,52.99
43499,3562,1700,2/5/2022 7:03,2/5/2022 7:18,2/5/2022 7:33,Vancouver,Toronto,15.22,completed,46.26
43500,1820,167,2/6/2022 2:26,2/6/2022 2:31,2/6/2022 3:00,Chicago,New York,22.85,cancelled,63.21
43501,3618,1055,7/14/2022 20:29,7/14/2022 20:33,7/14/2022 20:53,Chicago,Calgary,9.31,cancelled,25.9
43502,1518,1574,9/30/2022 8:00,9/30/2022 8:04,9/30/2022 8:32,New York,Calgary,27.63,completed,73.78
43503,1836,378,3/15/2023 17:37,3/15/2023 17:48,3/15/2023 18:01,Montreal,Ottawa,1.39,completed,3.02
43504,1019,1945,7/12/2024 1:31,7/12/2024 1:36,7/12/2024 2:15,San Francisco,San Francisco,22.44,completed,57.75
43505,9526,1742,7/31/2024 12:25,7/31/2024 12:28,7/31/2024 13:22,Toronto,Toronto,9.57,cancelled,33.38
43506,6146,1964,3/28/2023 10:13,3/28/2023 10:16,3/28/2023 10:46,San Francisco,Boston,29.51,completed,69.44
43507,4521,1613,11/6/2022 22:56,11/6/2022 22:58,11/6/2022 23:46,Boston,Los Angeles,3.85,cancelled,13.58
43508,4581,175,6/20/2021 22:24,6/20/2021 22:33,6/20/2021 22:52,San Francisco,Montreal,6.24,completed,19.83
43509,8843,986,6/16/2024 23:05,6/16/2024 23:12,6/16/2024 23:41,Vancouver,San Francisco,25.86,completed,66.91
43510,8906,479,10/20/2024 14:26,10/20/2024 14:29,10/20/2024 15:28,San Francisco,Los Angeles,18.49,completed,44.89
43511,946,1064,8/18/2022 14:33,8/18/2022 14:34,8/18/2022 15:21,Chicago,Chicago,16.35,completed,50.66
43512,3514,901,5/15/2021 0:23,5/15/2021 0:29,5/15/2021 0:48,Calgary,Ottawa,16.91,completed,51.12
43513,1680,422,3/24/2024 9:04,3/24/2024 9:09,3/24/2024 9:31,New York,Chicago,21.57,completed,54.38
43514,4986,570,10/19/2024 13:07,10/19/2024 13:12,10/19/2024 13:51,Toronto,San Francisco,13.35,completed,33.11
43515,4718,224,8/21/2022 21:26,8/21/2022 21:31,8/21/2022 21:55,Montreal,Ottawa,21.93,completed,50.53
43516,9935,910,12/29/2022 15:08,12/29/2022 15:14,12/29/2022 15:30,Vancouver,Vancouver,3.28,completed,12.97
43517,6608,1925,5/28/2023 1:36,5/28/2023 1:47,5/28/2023 2:26,Toronto,Boston,19.8,completed,57.89
43518,6679,870,3/1/2021 1:21,3/1/2021 1:22,3/1/2021 1:38,Chicago,New York,15.91,completed,46.62
43519,5347,1545,6/9/2022 6:05,6/9/2022 6:06,6/9/2022 6:57,Montreal,Calgary,4.33,completed,16.26
43520,9567,1710,11/2/2022 20:02,11/2/2022 20:10,11/2/2022 20:18,Ottawa,New York,6.93,completed,26.37
43521,4768,154,2/13/2022 0:55,2/13/2022 0:59,2/13/2022 1:59,Ottawa,Toronto,23.6,completed,60.04
43522,4193,88,6/14/2021 22:05,6/14/2021 22:17,6/14/2021 22:28,San Francisco,New York,6.32,completed,15.11
43523,985,1653,10/4/2021 10:03,10/4/2021 10:16,10/4/2021 10:59,Montreal,Boston,29.98,cancelled,71.29
43524,4967,680,3/9/2024 19:36,3/9/2024 19:41,3/9/2024 20:28,Los Angeles,Los Angeles,7.98,completed,24.45
43525,2828,1983,12/12/2021 14:20,12/12/2021 14:30,12/12/2021 15:03,Ottawa,Los Angeles,3.27,completed,5.65
43526,4474,1265,11/20/2021 4:45,11/20/2021 4:58,11/20/2021 5:38,Boston,Boston,13.56,cancelled,34.48
43527,143,585,12/28/2022 20:01,12/28/2022 20:07,12/28/2022 20:24,Los Angeles,Ottawa,9.23,completed,27.5
43528,7587,1571,1/19/2022 3:27,1/19/2022 3:42,1/19/2022 4:21,Ottawa,Calgary,11.71,completed,30.39
43529,1416,242,9/28/2022 4:26,9/28/2022 4:40,9/28/2022 5:36,Vancouver,New York,12.15,completed,39.26
43530,6809,1734,12/6/2021 22:21,12/6/2021 22:32,12/6/2021 23:27,Chicago,Calgary,4.94,completed,8.24
43531,2048,1874,4/21/2024 15:02,4/21/2024 15:15,4/21/2024 15:24,Chicago,New York,6.25,completed,13.57
43532,4770,627,7/7/2023 14:46,7/7/2023 15:00,7/7/2023 15:30,Ottawa,Los Angeles,12.13,completed,35.04
43533,7724,1838,7/3/2023 22:30,7/3/2023 22:38,7/3/2023 23:23,New York,New York,16.94,completed,50.03
43534,1237,45,6/20/2024 11:33,6/20/2024 11:43,6/20/2024 12:19,Montreal,Vancouver,25.9,completed,74.27
43535,7737,1683,12/8/2024 14:10,12/8/2024 14:16,12/8/2024 14:40,Montreal,Montreal,5.76,completed,20.31
43536,8153,471,9/18/2021 18:48,9/18/2021 18:51,9/18/2021 19:16,Calgary,Boston,21.96,completed,57.68
43537,1893,590,4/2/2024 20:38,4/2/2024 20:39,4/2/2024 20:54,New York,Chicago,1.78,completed,13.32
43538,1741,1161,5/16/2023 11:38,5/16/2023 11:49,5/16/2023 12:16,Chicago,Montreal,6.12,completed,22.01
43539,4353,934,5/6/2022 8:54,5/6/2022 8:57,5/6/2022 9:15,Calgary,Vancouver,28.38,completed,79.27
43540,9347,439,11/1/2024 15:53,11/1/2024 15:59,11/1/2024 16:49,Los Angeles,Toronto,14.21,completed,35.05
43541,9103,1989,11/15/2021 14:46,11/15/2021 14:52,11/15/2021 15:46,New York,Toronto,27.95,completed,78.05
43542,8487,444,1/7/2022 17:46,1/7/2022 17:56,1/7/2022 18:41,New York,Chicago,10.72,completed,26.26
43543,1206,6,4/13/2023 13:32,4/13/2023 13:43,4/13/2023 14:22,Vancouver,Boston,24.52,completed,66.26
43544,9974,1685,3/28/2024 1:59,3/28/2024 2:12,3/28/2024 2:46,Vancouver,Ottawa,25.77,completed,66
43545,9252,1532,1/29/2024 8:49,1/29/2024 8:53,1/29/2024 9:34,San Francisco,Vancouver,1.35,completed,1.35
43546,2751,329,4/29/2022 7:50,4/29/2022 7:58,4/29/2022 8:33,Vancouver,Vancouver,25.25,cancelled,66.2
43547,5023,230,5/6/2021 21:23,5/6/2021 21:33,5/6/2021 21:47,New York,Ottawa,17.88,completed,48.03
43548,720,988,7/15/2022 17:35,7/15/2022 17:50,7/15/2022 18:27,Montreal,Chicago,8.43,completed,23.1
43549,2495,333,11/30/2021 9:26,11/30/2021 9:39,11/30/2021 10:12,New York,Chicago,17.93,completed,41.69
43550,8898,95,7/29/2022 3:55,7/29/2022 4:01,7/29/2022 4:08,Toronto,Calgary,15.16,completed,46.03
43551,1625,640,4/2/2024 7:16,4/2/2024 7:18,4/2/2024 7:41,Los Angeles,San Francisco,5.69,completed,21.25
43552,1906,1329,11/11/2024 4:37,11/11/2024 4:51,11/11/2024 5:34,New York,Ottawa,3.37,completed,6.97
43553,524,1100,9/13/2024 14:57,9/13/2024 14:59,9/13/2024 15:40,Boston,Montreal,6.36,completed,15.94
43554,1611,653,12/2/2023 20:25,12/2/2023 20:31,12/2/2023 20:54,San Francisco,New York,25.29,completed,73.02
43555,4804,697,12/24/2024 14:23,12/24/2024 14:35,12/24/2024 15:25,San Francisco,Montreal,1.25,cancelled,0.41
43556,1470,128,5/23/2023 23:23,5/23/2023 23:29,5/23/2023 23:50,Boston,Toronto,23.35,completed,62.25
43557,6139,262,3/4/2024 7:21,3/4/2024 7:29,3/4/2024 7:53,Boston,Calgary,7.12,completed,20.26
