ticker,market_date,price,open_price,high,low,volume,change,market_cap,circulating_supply,percent_change_24h,percent_change_7d
ETH,2022-09-09,6472.14,6767.51,7500.93,5994.58,780698.64,-4.36%,5302035045893.83,976283668.79,7.32,21.0
XRP,2022-11-05,19218.78,18832.56,19703.82,18792.27,633832.35,2.05%,16351945940034.6,921379316.33,-2.71,-43.54
XRP,2023-09-12,37217.91,37229.53,37478.03,36813.43,453127.98,-0.03%,33857653632218.04,592326895.98,19.56,18.75
LTC,2024-01-29,40027.11,40471.99,40816.97,39895.62,881371.68,-1.1%,12322148083102.34,458004283.84,-9.95,-33.56
ADA,2024-05-09,24384.4,23923.23,24501.9,22937.55,191949.49,1.93%,16493883459040.4,419931159.09,-11.96,-49.07
ADA,2023-05-13,-563.19,148.91,788.37,-711.4,200157.41,-478.21%,-306579194730.37,42819061.8,-4.5,7.81
ETH,2022-09-26,41945.41,42558.45,42657.58,41756.72,835820.86,-1.44%,27510461962221.53,746328526.43,0.78,32.13
ETH,2023-08-10,37488.17,37716.09,37735.51,37465.11,457557.35,-0.6%,10383128088557.16,882606174.58,-18.37,26.21
BTC,2024-02-13,2219.73,2213.16,2820.75,2068.23,516017.38,0.3%,879166918442.3,407801358.52,-7.37,-39.93
ETH,2023-04-08,3915.39,4280.37,4459.77,3747.78,490981.5,-8.53%,2393118638879.11,94579775.05,2.6,-26.83
LTC,2023-02-21,25884.23,25792.06,26235.98,25225.92,414768.91,0.36%,2113279011534.27,795840327.23,1.8,-44.24
BTC,2023-06-04,9232.69,9210.8,9309.63,8851.92,44407.18,0.24%,3068527183879.15,940374062.25,2.9,-18.31
BTC,2022-07-15,5201.35,5032.6,5966.63,4711.36,692328.09,3.35%,2590822064411.65,359677949.77,-18.14,-36.8
BTC,2023-11-27,17511.03,17132.87,17546.09,17101.61,413107.48,2.21%,3035390207073.82,467137701.53,-1.4,-14.48
ADA,2022-06-02,33104.84,33841.03,34060.94,33026.09,882185.47,-2.18%,3002044976064.5,178957999.63,19.37,-25.96
LTC,2024-02-07,33488.92,33599.73,33707.47,33106.54,25596.5,-0.33%,5242772841229.62,645500365.7,-17.91,20.88
ETH,2022-12-04,21410.82,21754.96,22551.86,21117.42,564308.46,-1.58%,15326940210476.56,209444833.6,-17.31,-34.59
BTC,2022-12-09,20135.45,20112.14,20750.0,19376.78,664099.5,0.12%,14497631480539.23,478026114.19,4.98,21.1
ADA,2023-07-03,13388.42,13625.49,13647.83,12769.82,878067.99,-1.74%,6510173635116.66,198873669.38,-12.24,-46.94
XRP,2022-09-17,41217.09,41124.78,41522.86,40739.88,549921.25,0.22%,17457767787271.9,177637056.45,16.55,5.18
ADA,2022-09-20,46232.49,46870.13,47285.89,46130.99,927752.13,-1.36%,471436037233.28,541959197.94,-8.13,-10.99
XRP,2024-02-28,25024.96,24852.3,25660.56,24375.64,36737.75,0.69%,9090643840758.6,820648152.69,-7.69,37.86
XRP,2023-08-10,13945.38,13961.72,14088.41,13719.68,212429.52,-0.12%,13583592781914.07,866945146.47,-0.2,45.35
BTC,2024-02-05,33257.03,32941.45,33413.14,32897.08,621092.49,0.96%,22864236559269.51,228942489.29,-16.91,-25.85
XRP,2023-12-23,33553.36,33008.52,33732.71,32704.28,639259.44,1.65%,7207191185466.78,974421331.0,16.36,29.67
ADA,2023-09-02,14712.76,14747.66,14894.98,14492.59,422677.65,-0.24%,3621062764542.95,677963557.14,0.31,-36.41
LTC,2024-01-13,17388.26,18066.26,18330.38,17124.15,812764.67,-3.75%,334016198221.61,603862789.04,-16.99,-23.08
ETH,2022-06-20,17770.21,17908.34,18328.12,17353.14,906059.31,-0.77%,13946610420564.09,778598130.21,-8.81,-20.93
LTC,2023-12-31,15122.98,14597.37,15331.03,14594.06,381822.04,3.6%,12328915584801.46,885352110.7,-0.06,-2.02
LTC,2023-12-09,39541.27,39800.68,39958.66,39405.79,114966.86,-0.65%,30093383177665.52,883124503.29,11.34,-29.92
LTC,2023-09-08,29881.39,29892.75,30150.94,29590.2,803484.23,-0.04%,17910353282391.46,966484396.13,-6.62,28.89
ADA,2022-12-11,24816.91,24217.73,24850.82,23964.93,415285.37,2.47%,23281778082538.33,62090601.47,-17.17,33.17
ETH,2024-03-09,33547.25,33583.08,34559.4,32743.66,973270.5,-0.11%,24617675239578.63,678668826.31,18.03,-46.42
ETH,2023-01-01,23738.64,24584.06,24657.52,23671.11,38248.01,-3.44%,84720626206.79,545682657.26,-7.01,-43.45
BTC,2022-12-27,23564.22,23563.25,23633.93,23363.43,316079.62,0.0%,715176825700.31,958154715.01,17.34,13.77
ETH,2023-05-07,49392.11,48561.42,49559.41,48507.78,651888.17,1.71%,15683388092495.49,537686192.98,-18.14,40.96
BTC,2022-11-25,27417.54,27586.93,27828.15,26907.67,557825.01,-0.61%,6572395654648.7,221244111.03,-19.56,46.9
BTC,2022-11-08,22913.93,22695.4,22931.93,22222.59,872410.35,0.96%,16721901411225.64,679080953.26,-2.81,7.26
ADA,2023-01-20,12317.07,12440.63,12708.12,12064.91,188502.29,-0.99%,11701580983590.85,293422170.47,17.46,-23.82
ETH,2023-01-05,11055.54,11619.6,11626.49,10783.93,77394.26,-4.85%,121225167569.84,366739268.21,6.37,-45.04
ADA,2024-04-12,13484.01,13652.47,13825.4,13051.63,259814.49,-1.23%,1204625844505.28,794796261.21,11.97,49.19
XRP,2023-11-12,44323.8,43981.71,44943.33,43209.89,272586.23,0.78%,11762409045720.29,446441867.46,-3.65,20.58
XRP,2023-02-03,44359.55,44316.5,44418.86,44167.46,882154.02,0.1%,23561227188914.71,556145886.6,3.22,31.04
BTC,2023-04-10,10081.97,9250.95,10114.32,8347.69,716246.52,8.98%,365680018214.84,812694271.56,-7.06,24.49
BTC,2022-06-19,1046.98,748.46,1114.88,674.03,223877.58,39.88%,623594222280.71,923192191.68,-6.14,4.28
XRP,2022-09-02,35069.24,34715.22,35208.52,34026.66,605571.84,1.02%,12618995184813.24,176950417.53,-0.86,-49.23
LTC,2022-12-21,26463.12,26355.64,26902.53,26179.02,479721.72,0.41%,22475164444047.79,203878163.16,-5.3,41.93
LTC,2023-11-30,21344.53,21596.78,21891.9,21160.8,495056.59,-1.17%,2021216708944.98,700058362.11,-19.82,-23.22
ADA,2024-03-15,32595.98,32161.42,33156.28,31167.43,382422.81,1.35%,28433180067915.73,657375271.37,7.17,-17.5
ETH,2023-05-26,27119.96,26837.51,27489.45,26218.26,230248.53,1.05%,24866914511021.48,497387802.01,-8.93,9.7
BTC,2022-06-07,42638.27,43252.94,43342.87,42419.47,859490.9,-1.42%,41629474171972.06,324481536.0,-13.43,29.2
BTC,2023-05-16,41958.55,41264.19,42074.58,41170.57,133193.05,1.68%,33965320793059.0,956586409.76,11.87,-11.64
XRP,2022-11-14,16580.27,16070.47,17006.39,15538.23,315929.46,3.17%,11338928517044.98,816750850.96,18.76,-33.03
ADA,2024-01-14,14856.04,14870.68,14974.8,14480.77,999499.41,-0.1%,5135135486907.28,720660371.26,15.84,-12.59
ADA,2024-04-18,48784.62,49128.8,49806.22,48782.31,959436.5,-0.7%,33861905484659.23,843106203.03,-10.25,34.08
LTC,2024-04-08,5928.95,5733.17,5985.29,5680.62,115391.21,3.41%,4253251831005.17,377525418.73,1.39,-12.61
ETH,2022-10-22,42467.84,42494.52,42564.12,42118.18,508735.15,-0.06%,22054127680791.9,113686825.83,-11.6,23.09
LTC,2022-10-27,30093.24,29978.65,30675.63,29679.07,852280.91,0.38%,5808179479865.01,74620347.74,12.03,36.25
ETH,2023-01-10,22318.99,23025.29,23828.26,22299.73,120814.85,-3.07%,5867801091078.29,882237220.26,-4.53,41.78
BTC,2022-08-31,6168.76,6071.88,6475.79,5327.25,215633.44,1.6%,1930350014121.68,117045254.78,12.14,-28.02
BTC,2023-06-23,43374.81,43491.52,43629.34,43353.95,896508.61,-0.27%,9399737568521.27,622362623.76,15.99,19.27
LTC,2022-08-11,42715.4,42743.03,43430.34,42422.31,985000.76,-0.06%,40469064980496.44,548882323.23,-15.41,18.7
ETH,2022-11-30,46268.77,45933.51,46343.03,45791.92,745135.44,0.73%,10346612093424.44,936618202.83,9.79,-21.1
BTC,2024-02-21,3341.28,3215.4,3607.09,2232.3,800991.22,3.91%,343750913450.49,113802626.91,-19.19,-45.58
XRP,2023-12-06,47811.42,47887.96,48450.13,47744.8,844295.65,-0.16%,27408774161576.36,968237666.37,-11.8,-26.38
BTC,2022-08-02,5253.38,4828.19,5564.15,4052.1,217719.99,8.81%,2313122964261.87,372247497.69,-6.43,41.6
ADA,2022-05-30,22125.84,21801.72,22180.78,21318.15,824969.18,1.49%,181852040391.28,801635108.48,-3.91,47.82
ETH,2023-10-03,38386.68,38324.44,38988.21,37676.98,54182.61,0.16%,31175361749052.97,189680881.32,-19.31,-17.75
BTC,2024-03-19,11972.11,12140.3,12457.75,11745.28,190962.23,-1.39%,9174166380558.22,249186762.72,-4.99,-11.44
ADA,2023-12-15,46490.36,46102.17,46698.51,45854.46,17920.99,0.84%,8552566292703.3,301628961.89,-7.1,0.89
ADA,2023-07-12,48236.43,48539.61,49449.84,47586.58,254839.16,-0.62%,32606230184028.19,200778617.34,15.47,-17.38
BTC,2023-06-07,42104.01,42954.82,43521.5,41972.68,947083.07,-1.98%,5736123441899.1,957651792.81,14.6,-20.51
BTC,2023-11-19,4081.3,3953.21,4092.64,3366.1,536772.74,3.24%,2432763175893.27,130786703.35,16.16,18.87
BTC,2022-08-05,39860.3,39370.78,40126.58,38542.73,356315.13,1.24%,10414538714236.69,474867465.36,8.53,-25.56
ADA,2022-05-23,14656.93,14799.93,15149.1,14417.28,942943.33,-0.97%,8730061441358.8,145909191.24,-10.78,39.13
LTC,2022-10-10,12580.46,12448.61,12600.35,12362.15,504603.89,1.06%,10232604175289.27,86408270.55,-10.67,17.63
ETH,2022-06-29,13807.93,13859.39,13886.22,13780.54,324809.59,-0.37%,12263197880173.69,136452079.62,6.61,18.98
BTC,2024-01-18,41549.28,41493.13,41942.88,41191.76,887681.81,0.14%,28842652904723.45,852997150.76,15.9,49.55
BTC,2023-03-28,22159.11,22324.93,22491.42,21721.87,199491.53,-0.74%,3596630214287.05,928210221.43,-16.28,38.89
LTC,2023-03-21,39752.29,39598.24,40392.74,39106.55,50991.65,0.39%,11054023568521.59,430595430.68,2.2,8.7
LTC,2023-07-30,1190.66,1040.63,1762.72,961.92,512282.19,14.42%,776815938039.58,906297885.61,19.25,42.78
ADA,2023-11-14,11035.43,11266.65,11349.42,10601.84,668155.58,-2.05%,4167505737707.68,123321511.04,-16.53,-23.08
ETH,2023-05-21,24992.59,24905.58,25117.66,24553.45,156681.14,0.35%,12439765790312.9,494390395.3,-12.62,-17.33
BTC,2022-10-26,13135.66,13122.2,13754.78,12491.9,249586.06,0.1%,12240773530298.8,240194431.74,5.72,-44.27
LTC,2022-09-05,21731.32,21389.95,21957.74,21323.58,356457.46,1.6%,1901036512163.72,69501366.15,-2.63,-15.86
LTC,2022-09-13,34257.27,34246.24,35145.42,33251.27,942220.63,0.03%,28714238734875.41,136101424.05,-3.47,-31.4
ETH,2022-07-02,17019.79,16977.24,17749.41,16727.54,15089.4,0.25%,4308461476143.88,781455360.71,4.89,13.98
ETH,2022-11-25,35721.43,35302.95,36259.37,35278.51,411938.16,1.19%,18181184973955.16,788903464.21,9.09,47.36
XRP,2023-09-26,4434.08,4524.11,4589.01,3885.34,651229.68,-1.99%,374697306713.51,870990617.3,-4.62,-10.71
XRP,2022-11-29,17149.08,17233.62,18036.08,16740.49,142044.45,-0.49%,5057054132895.52,724101001.76,-19.62,-37.02
ETH,2023-12-05,14023.78,13805.5,14208.66,13553.81,203919.58,1.58%,6770700776844.27,636067256.17,-7.07,-46.96
LTC,2022-10-18,37848.31,37842.28,38065.66,37060.88,780833.4,0.02%,25035463148913.23,405717410.26,6.79,-37.7
XRP,2023-08-14,19833.0,20406.37,20820.37,19568.74,15570.02,-2.81%,11553489719676.12,989427262.22,5.32,45.97
ETH,2022-11-21,44807.53,44636.9,44808.57,44212.67,626698.01,0.38%,23744520950891.12,41200381.76,-12.85,39.54
ADA,2024-05-07,6993.77,6744.78,7023.93,5975.86,206446.33,3.69%,590075728529.86,301119813.51,1.51,16.84
LTC,2024-05-06,49174.06,49570.05,49633.02,49037.96,543919.98,-0.8%,21972469248109.16,479895939.05,15.3,7.39
ADA,2023-08-11,28185.74,28244.57,28707.68,27464.74,116728.95,-0.21%,26982815062758.84,48845672.28,5.88,-46.15
XRP,2024-01-28,45370.91,45816.87,46747.04,45336.83,14386.28,-0.97%,30993074878149.97,207997792.46,11.34,8.51
BTC,2023-12-26,5852.3,5353.3,6227.65,4945.72,198720.75,9.32%,5779302281257.09,750134986.81,-12.75,-6.73
ETH,2024-05-01,47311.6,47445.8,48120.95,46776.94,943115.28,-0.28%,18691651197181.04,384207924.79,-7.97,-22.77
ETH,2023-06-13,28832.23,28938.19,29600.26,28616.25,70624.46,-0.37%,11583249438484.53,413738671.37,-10.51,-12.79
ETH,2023-10-02,41992.88,41732.18,42273.83,41020.47,897853.49,0.62%,21928359133505.95,469536598.87,-19.19,35.29
ETH,2023-08-11,10829.31,10424.25,10923.43,9997.25,70945.21,3.89%,5058625702836.09,995266431.22,19.47,-1.46
BTC,2022-10-01,20109.05,19334.56,20239.27,19226.22,765591.29,4.01%,6040051240621.6,303043410.89,-15.14,22.09
XRP,2024-04-28,37683.34,37309.41,37689.18,37168.93,84068.04,1.0%,749613762121.22,688754954.28,-10.92,-41.51
ETH,2024-04-03,10118.99,11048.33,11455.1,10108.68,876082.26,-8.41%,7827541410392.49,426242912.77,3.76,-11.98
ADA,2023-12-01,2874.55,2341.42,3065.13,2274.37,199949.31,22.77%,1991210768704.77,719579939.76,3.21,7.78
BTC,2023-07-07,15983.97,15973.11,16676.45,15315.42,309618.76,0.07%,7540318283545.77,56442803.3,-9.96,29.17
LTC,2023-03-05,11873.72,12487.75,13145.69,11517.47,983367.87,-4.92%,11792206975490.61,883077427.6,5.62,-26.59
XRP,2022-09-16,45167.08,44789.0,45298.85,44618.12,192382.54,0.84%,24820689792211.11,549211450.24,-12.13,46.13
XRP,2022-12-07,11608.53,11717.64,12020.85,10949.18,65482.09,-0.93%,3203883674301.0,292368458.93,2.43,-22.98
ADA,2024-04-12,46241.19,46276.52,46673.09,46022.19,668833.81,-0.08%,33446141651771.38,77005587.25,3.67,-40.32
XRP,2022-07-28,6483.31,6513.92,6880.9,5557.85,726859.08,-0.47%,1171288470099.25,899580769.57,-7.83,33.76
ADA,2023-03-29,26057.43,26062.96,26539.26,25226.59,50963.71,-0.02%,18374140267464.36,209672513.84,3.34,-22.38
BTC,2024-03-04,39607.72,39397.2,39850.26,39235.28,93015.69,0.53%,2321496861381.53,177191670.52,-6.29,-16.57
BTC,2022-10-18,32778.61,32566.1,32933.12,31624.34,35082.82,0.65%,22960880790319.5,835836583.88,3.42,15.17
ADA,2023-05-05,7330.05,7390.63,7498.31,6619.67,922223.97,-0.82%,5005247105010.09,554257149.38,-2.1,34.6
XRP,2023-06-11,24121.11,24153.56,24462.26,23419.74,491033.64,-0.13%,5142740228692.99,316511043.81,-0.52,34.28
ETH,2024-01-31,14585.87,14769.73,15634.43,14455.55,135696.64,-1.24%,8585172423656.79,40558089.64,10.6,-0.81
LTC,2023-02-19,15645.45,16597.8,17227.34,15642.34,980620.99,-5.74%,5827012594553.78,278858083.02,7.41,-26.79
ETH,2024-01-01,35608.76,35162.79,35750.52,34511.74,26702.6,1.27%,14127625550350.92,293518461.1,13.54,-9.44
LTC,2023-06-09,30603.05,30170.41,30753.48,30046.64,935600.64,1.43%,23279465700050.89,333343364.03,-6.62,-40.59
ETH,2023-08-17,43400.07,43743.12,43933.25,43295.15,678227.82,-0.78%,8084660643929.97,797469862.45,-17.8,-19.48
ETH,2022-08-13,26826.06,26902.62,27229.33,26286.91,332878.79,-0.28%,1076436535432.37,323752866.65,-15.42,48.74
XRP,2023-06-12,29026.14,28911.31,29187.62,28337.27,249593.82,0.4%,7887906587102.46,665955433.57,9.32,-49.87
ADA,2023-10-08,48991.23,49042.06,49047.22,48537.18,83972.05,-0.1%,31612501599856.93,461325217.58,12.34,-40.58
XRP,2022-10-30,47126.87,46636.37,47418.39,45674.21,739580.0,1.05%,21814995991133.74,993986396.39,-5.24,-33.69
XRP,2022-06-17,23361.52,23392.62,24231.29,23314.39,468054.23,-0.13%,19209545869106.61,832938575.24,-15.49,-34.7
XRP,2022-10-27,36477.12,36491.64,36526.23,36447.85,130970.57,-0.04%,15164903332398.55,614972436.37,-15.91,-30.71
ETH,2023-08-31,844.79,633.2,1050.44,496.73,732898.24,33.42%,119004902394.72,946808279.64,7.37,-9.69
BTC,2023-10-20,26344.57,26791.34,27502.12,26194.32,845080.9,-1.67%,2199899305998.57,40126366.83,6.19,-17.29
ETH,2023-05-28,5875.32,5799.12,5927.37,5575.03,689029.74,1.31%,3194980273978.29,101993036.89,-14.76,16.2
ADA,2023-04-20,41227.75,41244.67,41397.86,41065.74,833908.24,-0.04%,5606939041106.03,934997352.1,7.57,19.32
LTC,2023-05-02,12836.59,12308.52,12892.66,12020.87,627113.99,4.29%,9357575568019.15,931300881.1,12.24,42.86
ETH,2024-04-15,13516.4,13044.01,13915.16,12197.63,722269.48,3.62%,11553304609644.51,475634944.02,-15.99,22.72
ETH,2024-02-02,32568.3,32424.92,32664.81,32231.32,935194.82,0.44%,5775378958942.22,255898776.61,-16.02,-33.15
ETH,2024-01-01,37324.91,36927.07,37382.38,36543.96,829265.76,1.08%,31467991590880.02,806478009.84,9.08,40.33
LTC,2023-03-30,45638.77,45985.86,46401.27,45232.78,476445.17,-0.75%,11389354294463.52,118052510.63,-7.18,-44.64
LTC,2023-03-26,16390.52,16416.65,16494.05,15841.8,614391.63,-0.16%,1727765547100.46,250216714.64,-8.15,-18.78
XRP,2023-07-23,14081.57,13867.76,14647.2,13852.68,559183.93,1.54%,1010568154986.02,714468629.99,3.6,32.49
ETH,2022-12-14,12651.65,11968.93,12750.12,11884.99,469205.92,5.7%,304809602884.67,756684125.39,10.25,37.21
XRP,2023-06-15,32823.4,32460.82,33337.24,31996.29,612292.77,1.12%,31573455115833.81,918954118.19,19.51,43.22
ETH,2024-03-19,4061.12,3785.97,4063.43,2993.79,124944.98,7.27%,1226222490163.21,467970549.63,-4.61,-30.55
ETH,2022-09-01,40036.15,40560.18,40613.6,39744.08,684624.01,-1.29%,33397372010707.64,621431592.71,-10.33,19.65
BTC,2023-03-16,46207.0,46070.04,46298.63,45634.05,578128.57,0.3%,39285864214185.66,787007870.29,5.72,-2.71
BTC,2024-03-27,19372.5,18957.52,19428.63,18352.28,844672.75,2.19%,18761098105876.7,473715760.39,-3.59,25.71
ETH,2024-05-07,20880.48,20767.54,20938.17,20668.2,27248.87,0.54%,14681865063527.47,817060724.95,17.5,33.31
ETH,2023-06-19,7490.04,7667.74,8366.09,7279.42,491740.51,-2.32%,6796747519914.56,624747708.67,-19.34,20.28
XRP,2022-06-15,42909.66,42802.04,43654.25,42548.03,716687.19,0.25%,34772349052260.98,561382809.44,-11.72,23.65
BTC,2023-05-10,1819.58,1721.44,1970.32,1075.35,757996.67,5.7%,1102455953302.63,66952060.48,-16.93,-19.49
XRP,2022-06-17,28673.97,28928.13,29728.07,27986.77,816080.92,-0.88%,9943942964289.5,956105225.82,-11.43,34.88
XRP,2022-11-14,1834.97,1884.33,2072.7,1747.54,443828.58,-2.62%,341852533907.92,478076886.96,-9.16,-23.19
XRP,2022-07-30,32214.22,31461.97,32397.5,30655.13,377631.64,2.39%,3049338667676.86,146292658.72,5.62,28.98
XRP,2024-01-14,33901.26,34010.97,34215.76,33821.93,274868.69,-0.32%,8576136973955.37,544968070.37,-10.49,7.33
ADA,2024-02-09,39825.38,39895.04,40557.25,39131.69,37739.77,-0.17%,13220466834142.26,627308799.2,-0.77,41.9
ETH,2023-09-11,2012.66,1674.76,2115.46,1452.94,545065.92,20.18%,1440802245962.52,646368889.78,-10.66,-9.43
ETH,2023-09-15,46767.12,46565.33,47370.44,46055.23,516120.54,0.43%,33457353724520.52,640820668.86,12.63,2.55
BTC,2022-06-25,38917.92,39509.12,40389.58,38719.96,520315.77,-1.5%,4988978899345.18,665917387.67,3.43,20.39
ADA,2023-12-10,37255.7,37226.44,38178.64,36895.18,914993.83,0.08%,21916991245127.62,68210820.29,-7.5,-12.06
XRP,2023-12-28,30763.01,30680.42,30968.78,30578.52,944392.13,0.27%,6588007794663.71,750626830.93,-16.09,1.23
ADA,2024-01-08,9920.44,9578.2,10150.24,8682.08,918066.25,3.57%,2651976799111.92,744336995.04,10.87,-42.08
ADA,2023-02-05,37312.54,37233.59,37424.25,37105.64,969216.38,0.21%,18166997273773.41,943265409.0,-5.66,-4.52
LTC,2023-03-22,38436.08,37594.82,38586.44,37266.9,251611.93,2.24%,705500337895.88,133798354.94,-17.14,-7.33
ETH,2022-08-10,19713.94,19528.06,19853.32,18952.67,190613.62,0.95%,7606110278185.98,905049335.69,12.98,-49.81
ETH,2022-08-24,2300.86,2330.19,2351.67,2103.2,712102.38,-1.26%,2026243102584.5,343168025.16,15.64,31.45
XRP,2023-12-06,42492.96,42875.01,43201.56,42281.33,287977.8,-0.89%,32103223875058.98,889266955.46,-19.86,31.63
LTC,2023-03-07,33735.18,33722.06,33859.51,32769.17,747323.37,0.04%,17176519051358.35,677161089.32,2.99,0.52
BTC,2022-10-24,19580.96,19336.4,19728.96,18878.52,306305.4,1.26%,2135623438626.95,204558670.95,2.29,-9.75
ETH,2024-05-19,26541.68,25852.95,26658.48,25566.28,827969.6,2.66%,11158012854803.5,761078033.47,-2.88,28.32
LTC,2024-03-21,28321.33,28292.46,28700.84,28005.32,421452.96,0.1%,20333723664156.52,235459273.82,17.82,24.95
XRP,2022-09-29,44703.37,44903.33,45468.69,44011.06,964807.54,-0.45%,11977351156333.07,208976437.01,-10.95,-13.8
ETH,2022-07-05,36602.98,36717.55,37019.03,36118.78,554741.11,-0.31%,34707730310739.68,355674673.4,-19.97,-37.18
BTC,2024-03-31,40684.99,40849.39,41066.95,40123.73,47540.91,-0.4%,38507180705050.44,970391437.31,9.29,-40.69
LTC,2022-12-02,16814.94,16678.13,17076.53,16664.34,928686.46,0.82%,15391434310490.17,325479044.76,-8.4,11.75
ETH,2023-12-25,11223.18,11207.88,11813.28,11016.77,17828.24,0.14%,5329028238500.52,857963661.22,-6.54,23.24
XRP,2022-10-10,48546.28,48902.5,49539.44,48208.38,204953.5,-0.73%,17014738110219.14,283759716.57,-3.53,3.49
ADA,2024-03-08,20313.89,20376.74,20630.03,20241.81,240118.55,-0.31%,19648095252040.57,39316649.49,-15.99,-9.08
ADA,2024-02-07,39930.31,39383.53,40162.91,39317.35,899600.5,1.39%,6654161747284.94,662887705.56,6.61,11.55
ETH,2023-08-02,21216.7,21175.3,21772.6,20786.29,91974.06,0.2%,6028307703735.32,850218077.22,-1.98,21.83
LTC,2023-09-02,39856.72,40320.15,40952.51,39329.38,243014.31,-1.15%,10108117410062.16,476291158.79,14.03,31.8
BTC,2024-05-16,32704.19,32606.5,32834.89,32586.52,660033.46,0.3%,20893743647209.56,350446227.23,5.19,23.25
XRP,2023-04-12,32384.74,32286.36,32508.51,32243.79,620389.48,0.3%,3043170871081.86,910311296.78,-2.27,-36.4
ADA,2023-08-10,22779.72,22749.69,23548.87,22669.05,155136.86,0.13%,21115015510840.28,429449408.78,-1.36,33.0
LTC,2023-10-19,21453.41,20835.84,21813.47,20554.18,667168.27,2.96%,17128044319706.8,827211670.87,8.77,18.34
ADA,2022-10-08,50156.68,49941.77,50194.63,49798.35,453975.53,0.43%,30162352382170.2,300256297.25,-0.26,-36.81
BTC,2022-07-09,40520.07,40285.01,40695.72,40087.52,86301.77,0.58%,8700223247571.68,977502912.77,0.62,4.41
ETH,2024-02-09,37304.65,36745.51,37555.84,36604.64,91530.91,1.52%,36670520229833.81,920595271.89,-2.73,-26.17
LTC,2023-12-20,1011.04,644.99,1622.27,-274.57,499844.96,56.75%,621281899782.47,58495224.78,-12.42,-37.9
BTC,2022-10-19,18108.79,18079.39,18273.22,17102.98,278071.88,0.16%,17372263484251.19,151053176.27,-15.29,31.35
BTC,2022-05-31,32627.26,32183.83,32782.77,31909.9,441698.32,1.38%,28508735430948.25,314508723.63,-5.07,46.07
ADA,2022-12-22,11051.12,10516.77,11152.9,10391.71,680033.25,5.08%,9256420176412.26,143255409.34,-8.47,23.71
BTC,2022-11-30,42009.18,41688.26,42398.37,41306.65,269724.44,0.77%,23402766202472.62,35537769.35,-14.67,-30.26
XRP,2022-06-15,29395.05,28974.38,29432.04,28548.3,876659.47,1.45%,18665269574242.64,371030172.86,18.61,-37.86
ADA,2023-09-08,6425.57,6609.35,7156.57,6153.07,708663.57,-2.78%,397227844546.6,596237284.63,-3.76,-16.58
LTC,2023-05-10,27642.55,27234.64,27707.79,26778.45,375069.55,1.5%,11063720862861.7,190162401.73,-4.15,-26.22
LTC,2022-06-03,3556.96,3104.28,3894.63,2637.43,840468.61,14.58%,2272905122961.74,620148368.68,-12.45,-27.53
LTC,2024-02-29,26809.46,26869.76,26887.32,26022.11,147020.11,-0.22%,10681259086002.29,714403291.14,-2.69,-3.15
BTC,2022-11-12,26322.47,26053.4,26731.41,25751.19,636808.06,1.03%,6747796059035.79,30612529.89,13.15,-12.61
BTC,2022-09-13,3615.11,3101.47,3744.63,2773.05,380978.88,16.56%,1413900113754.99,255607641.74,13.21,-30.09
ADA,2022-05-28,25254.0,24820.26,25482.18,23824.48,866078.71,1.75%,7581538987501.08,859714797.79,14.86,11.0
XRP,2023-10-28,47619.15,47102.52,48031.31,47032.62,990361.28,1.1%,32035371673861.46,374990446.91,-8.28,-39.5
ADA,2022-11-08,35350.77,34397.2,35385.18,34252.39,355329.62,2.77%,11958157848708.33,495738372.79,-12.38,-42.54
ETH,2024-01-06,10596.67,11027.92,11833.83,10379.51,498244.82,-3.91%,6849620439871.04,946930752.15,-11.4,10.31
BTC,2023-06-28,3200.53,3007.77,3587.62,2838.29,298231.31,6.41%,1755075979835.33,118541779.91,3.33,-47.54
ADA,2023-05-09,47616.18,47632.62,47812.42,46872.76,672055.2,-0.03%,40016991883540.75,597461588.28,8.7,-17.95
ADA,2024-05-18,46834.6,47329.36,47687.22,46516.65,374270.36,-1.05%,45327886985720.69,204915241.66,6.95,-46.77
LTC,2024-03-27,21251.68,20885.62,21538.47,20237.22,844617.16,1.75%,20978025518237.82,720383951.03,-14.77,-1.82
XRP,2023-03-24,38484.75,38640.15,38993.91,38465.41,239510.95,-0.4%,29220338769800.34,861517434.62,8.58,-16.33
XRP,2022-10-06,48241.3,48165.4,48937.63,48075.18,963388.64,0.16%,8362305051646.67,72077561.75,-4.33,23.01
ADA,2023-11-08,4411.1,4231.7,5022.06,3560.24,172210.88,4.24%,73188166648.21,840171965.82,-12.55,-31.29
ADA,2024-02-01,37594.05,37618.7,38216.2,37292.34,516776.74,-0.07%,22231154784362.31,728583761.31,0.68,25.47
ADA,2023-04-09,26049.37,25901.15,26193.8,25756.35,877828.52,0.57%,3080885658578.59,177651721.68,10.79,-34.27
LTC,2023-08-13,15301.55,15373.18,15417.1,14983.15,633601.5,-0.47%,4718221823938.31,506709637.0,-16.4,47.23
LTC,2023-01-14,44624.8,44421.98,44685.02,44085.25,928861.42,0.46%,28760020761309.68,593221333.94,-16.14,21.11
ADA,2022-07-30,46667.56,46990.96,47205.98,46014.13,671064.62,-0.69%,3860635337633.0,801581743.52,9.07,4.18
ADA,2023-07-28,29909.45,29721.49,29950.84,29676.8,872480.34,0.63%,917561975101.86,846622848.06,6.4,18.25
